Country,Commodity_NAICS6,FAFZONE,ctrycod,CBPZONE,USExpVal
RUSSIA,311224,804,174,297,1021840
SINT MAARTEN,311224,803,185,308,642063
SOUTH SUDAN,311224,805,191,314,1065399
ST KITTS AND NEVIS,311224,803,195,318,296697
ST LUCIA,311224,803,196,319,856077
ST VINCENT AND THE GRENADINES,311224,803,198,321,1760462
TAIWAN,311224,807,205,328,83121285
BRUNEI,311225,808,30,153,11363
BURMA,311225,808,33,156,50820
CURACAO,311225,803,55,178,1595269
ESWATINI,311225,805,68,191,233805
FRENCH POLYNESIA,311225,808,76,199,41498
GUADELOUPE,311225,803,88,211,196091
HONG KONG,311225,807,96,219,1435063
"KOREA, SOUTH",311225,807,113,236,24630358
MARTINIQUE,311225,803,135,258,51110
SINT MAARTEN,311225,803,185,308,1633417
ST KITTS AND NEVIS,311225,803,195,318,661579
ST LUCIA,311225,803,196,319,1337971
ST VINCENT AND THE GRENADINES,311225,803,198,321,67497
TAIWAN,311225,807,205,328,2186103
CURACAO,311230,803,55,178,594890
FRENCH POLYNESIA,311230,808,76,199,1373338
HONG KONG,311230,807,96,219,5027759
"KOREA, SOUTH",311230,807,113,236,4152257
SINT MAARTEN,311230,803,185,308,792223
ST KITTS AND NEVIS,311230,803,195,318,329515
ST LUCIA,311230,803,196,319,553460
ST VINCENT AND THE GRENADINES,311230,803,198,321,213209
TAIWAN,311230,807,205,328,1611707
CONGO (KINSHASA),311313,805,49,172,0
CURACAO,311313,803,55,178,0
FRENCH POLYNESIA,311313,808,76,199,0
HONG KONG,311313,807,96,219,0
"KOREA, SOUTH",311313,807,113,236,0
RUSSIA,311313,804,174,297,0
SINT MAARTEN,311313,803,185,308,0
ST KITTS AND NEVIS,311313,803,195,318,0
ST LUCIA,311313,803,196,319,0
TAIWAN,311313,807,205,328,0
CONGO (KINSHASA),311314,805,49,172,6507
CURACAO,311314,803,55,178,266204
FRENCH POLYNESIA,311314,808,76,199,28031
HONG KONG,311314,807,96,219,1580101
"KOREA, SOUTH",311314,807,113,236,6458894
RUSSIA,311314,804,174,297,228260
SINT MAARTEN,311314,803,185,308,168616
ST KITTS AND NEVIS,311314,803,195,318,125505
ST LUCIA,311314,803,196,319,28522
TAIWAN,311314,807,205,328,2634678
BURMA,311340,808,33,156,5836
COTE D'IVOIRE,311340,805,52,175,7500
CURACAO,311340,803,55,178,397729
FRENCH POLYNESIA,311340,808,76,199,156516
GUADELOUPE,311340,803,88,211,75807
HONG KONG,311340,807,96,219,3553964
"KOREA, SOUTH",311340,807,113,236,14911566
KOSOVO,311340,804,114,237,2685
MACAU,311340,807,126,249,6760
NEW CALEDONIA,311340,808,152,275,28277
RUSSIA,311340,804,174,297,12710
SINT MAARTEN,311340,803,185,308,461739
ST KITTS AND NEVIS,311340,803,195,318,300250
ST LUCIA,311340,803,196,319,364364
ST VINCENT AND THE GRENADINES,311340,803,198,321,62475
TAIWAN,311340,807,205,328,1626186
BRUNEI,311351,808,30,153,20449.8212030751
BURMA,311351,808,33,156,27726.6540036457
CURACAO,311351,803,55,178,64841.9654452751
FRENCH POLYNESIA,311351,808,76,199,112243.991229229
HONG KONG,311351,807,96,219,3219499.88534594
"KOREA, SOUTH",311351,807,113,236,8303468.25424669
MACAU,311351,807,126,249,2554.81705545135
NEW CALEDONIA,311351,808,152,275,2951.75190869944
REUNION,311351,805,172,295,1234.23776186828
RUSSIA,311351,804,174,297,90760.4335719758
SINT MAARTEN,311351,803,185,308,194984.110057327
ST KITTS AND NEVIS,311351,803,195,318,50209.4377460175
ST LUCIA,311351,803,196,319,50729.5864264391
ST VINCENT AND THE GRENADINES,311351,803,198,321,33182.9664227406
TAIWAN,311351,807,205,328,3510862.13969831
BRUNEI,311352,808,30,153,135396.178796925
BURMA,311352,808,33,156,183575.345996354
CURACAO,311352,803,55,178,429312.034554725
FRENCH POLYNESIA,311352,808,76,199,743156.008770771
HONG KONG,311352,807,96,219,21315980.1146541
"KOREA, SOUTH",311352,807,113,236,54976415.7457533
MACAU,311352,807,126,249,16915.1829445486
NEW CALEDONIA,311352,808,152,275,19543.2480913006
REUNION,311352,805,172,295,8171.76223813172
RUSSIA,311352,804,174,297,600915.566428024
SINT MAARTEN,311352,803,185,308,1290969.88994267
ST KITTS AND NEVIS,311352,803,195,318,332431.562253983
ST LUCIA,311352,803,196,319,335875.413573561
ST VINCENT AND THE GRENADINES,311352,803,198,321,219701.033577259
TAIWAN,311352,807,205,328,23245059.8603017
BRUNEI,311411,808,30,153,1795596
BURMA,311411,808,33,156,354805
CURACAO,311411,803,55,178,622961
FRENCH POLYNESIA,311411,808,76,199,2715553
FRENCH SOUTHERN AND ANTARCTIC LANDS,311411,805,77,200,39737
HONG KONG,311411,807,96,219,44763913
"KOREA, SOUTH",311411,807,113,236,175852302
RUSSIA,311411,804,174,297,25500
SINT MAARTEN,311411,803,185,308,1617636
ST KITTS AND NEVIS,311411,803,195,318,464901
ST LUCIA,311411,803,196,319,575488
ST VINCENT AND THE GRENADINES,311411,803,198,321,267273
TAIWAN,311411,807,205,328,76926692
CURACAO,311412,803,55,178,257727
FRENCH POLYNESIA,311412,808,76,199,658354
HONG KONG,311412,807,96,219,396684
"KOREA, SOUTH",311412,807,113,236,2360678
MARTINIQUE,311412,803,135,258,84297
SINT MAARTEN,311412,803,185,308,750454
ST KITTS AND NEVIS,311412,803,195,318,82091
ST LUCIA,311412,803,196,319,283652
ST VINCENT AND THE GRENADINES,311412,803,198,321,216641
TAIWAN,311412,807,205,328,2494318
BRITISH INDIAN OCEAN TERRITORIES,311421,806,28,151,303035
BRUNEI,311421,808,30,153,100240
BURMA,311421,808,33,156,10817
CONGO (KINSHASA),311421,805,49,172,3525
COTE D'IVOIRE,311421,805,52,175,8140
CURACAO,311421,803,55,178,2878186
ESWATINI,311421,805,68,191,12662
FRENCH POLYNESIA,311421,808,76,199,2453272
FRENCH SOUTHERN AND ANTARCTIC LANDS,311421,805,77,200,11543
GUADELOUPE,311421,803,88,211,241660
HONG KONG,311421,807,96,219,13251386
"KOREA, SOUTH",311421,807,113,236,109300368
MACEDONIA,311421,804,127,250,166644
MARTINIQUE,311421,803,135,258,103383
NEW CALEDONIA,311421,808,152,275,60358
RUSSIA,311421,804,174,297,3285232
SINT MAARTEN,311421,803,185,308,3511513
ST KITTS AND NEVIS,311421,803,195,318,1105816
ST LUCIA,311421,803,196,319,1692620
ST VINCENT AND THE GRENADINES,311421,803,198,321,180262
TAIWAN,311421,807,205,328,36777779
CONGO (KINSHASA),311422,805,49,172,10783
CURACAO,311422,803,55,178,266177
FRENCH POLYNESIA,311422,808,76,199,72548
HONG KONG,311422,807,96,219,1856669
"KOREA, SOUTH",311422,807,113,236,3546722
MARTINIQUE,311422,803,135,258,79415
RUSSIA,311422,804,174,297,25525
SINT MAARTEN,311422,803,185,308,181236
ST KITTS AND NEVIS,311422,803,195,318,162692
ST LUCIA,311422,803,196,319,54529
ST VINCENT AND THE GRENADINES,311422,803,198,321,16903
TAIWAN,311422,807,205,328,493601
BRITISH INDIAN OCEAN TERRITORIES,311423,806,28,151,63313
BRUNEI,311423,808,30,153,14250
BURMA,311423,808,33,156,54000
CURACAO,311423,803,55,178,208168
ESWATINI,311423,805,68,191,106097
FRENCH POLYNESIA,311423,808,76,199,352599
GUADELOUPE,311423,803,88,211,41445
HONG KONG,311423,807,96,219,7237439
"KOREA, SOUTH",311423,807,113,236,21531507
MARTINIQUE,311423,803,135,258,234896
SINT MAARTEN,311423,803,185,308,67035
ST KITTS AND NEVIS,311423,803,195,318,10542
ST LUCIA,311423,803,196,319,77847
ST VINCENT AND THE GRENADINES,311423,803,198,321,58944
TAIWAN,311423,807,205,328,14739836
CURACAO,311511,803,55,178,1956055
FRENCH POLYNESIA,311511,808,76,199,20946
GUADELOUPE,311511,803,88,211,7454
HONG KONG,311511,807,96,219,2808541
"KOREA, SOUTH",311511,807,113,236,4529159
SINT MAARTEN,311511,803,185,308,687373
ST KITTS AND NEVIS,311511,803,195,318,362852
ST LUCIA,311511,803,196,319,1118582
ST VINCENT AND THE GRENADINES,311511,803,198,321,188702
TAIWAN,311511,807,205,328,65875583
CURACAO,311512,803,55,178,47549
FRENCH POLYNESIA,311512,808,76,199,50861
HONG KONG,311512,807,96,219,353886
"KOREA, SOUTH",311512,807,113,236,28839625
SINT MAARTEN,311512,803,185,308,166950
ST KITTS AND NEVIS,311512,803,195,318,73645
ST LUCIA,311512,803,196,319,175304
ST VINCENT AND THE GRENADINES,311512,803,198,321,17008
TAIWAN,311512,807,205,328,4461951
BURMA,311513,808,33,156,105608
CONGO (KINSHASA),311513,805,49,172,20428
CURACAO,311513,803,55,178,3258003
FRENCH POLYNESIA,311513,808,76,199,157233
FRENCH SOUTHERN AND ANTARCTIC LANDS,311513,805,77,200,11953
GUADELOUPE,311513,803,88,211,15345
HONG KONG,311513,807,96,219,12204226
"KOREA, SOUTH",311513,807,113,236,369350387
RUSSIA,311513,804,174,297,31053
SINT MAARTEN,311513,803,185,308,2865714
ST KITTS AND NEVIS,311513,803,195,318,981044
ST LUCIA,311513,803,196,319,1057396
ST VINCENT AND THE GRENADINES,311513,803,198,321,215939
TAIWAN,311513,807,205,328,40709884
BRITISH INDIAN OCEAN TERRITORIES,311514,806,28,151,66880
BURMA,311514,808,33,156,1605508
CONGO (BRAZZAVILLE),311514,805,48,171,78905
CONGO (KINSHASA),311514,805,49,172,2340033
COTE D'IVOIRE,311514,805,52,175,44410
CURACAO,311514,803,55,178,559607
FRENCH POLYNESIA,311514,808,76,199,81605
GUADELOUPE,311514,803,88,211,2893
HONG KONG,311514,807,96,219,6204193
"KOREA, SOUTH",311514,807,113,236,147637532
RUSSIA,311514,804,174,297,100678
SINT MAARTEN,311514,803,185,308,509113
SOUTH SUDAN,311514,805,191,314,4369738
ST KITTS AND NEVIS,311514,803,195,318,229727
ST LUCIA,311514,803,196,319,351116
ST VINCENT AND THE GRENADINES,311514,803,198,321,52229
TAIWAN,311514,807,205,328,27429472
CURACAO,311520,803,55,178,928064
FRENCH POLYNESIA,311520,808,76,199,53532
HONG KONG,311520,807,96,219,200199
"KOREA, SOUTH",311520,807,113,236,17673201
RUSSIA,311520,804,174,297,98260
SINT MAARTEN,311520,803,185,308,889444
ST KITTS AND NEVIS,311520,803,195,318,344544
ST LUCIA,311520,803,196,319,176128
ST VINCENT AND THE GRENADINES,311520,803,198,321,54252
TAIWAN,311520,807,205,328,4125807
BRITISH INDIAN OCEAN TERRITORIES,311611,806,28,151,2680
CONGO (BRAZZAVILLE),311611,805,48,171,58600
COTE D'IVOIRE,311611,805,52,175,2707778
CURACAO,311611,803,55,178,12708683
FRENCH POLYNESIA,311611,808,76,199,7943421
FRENCH SOUTHERN AND ANTARCTIC LANDS,311611,805,77,200,232924
GAZA STRIP ADMINISTERED BY ISRAEL,311611,806,80,203,1857433
GUADELOUPE,311611,803,88,211,336691
HONG KONG,311611,807,96,219,433881086
"KOREA, SOUTH",311611,807,113,236,3461104852
MACAU,311611,807,126,249,354896
MACEDONIA,311611,804,127,250,23354
MARTINIQUE,311611,803,135,258,5285
RUSSIA,311611,804,174,297,4311
SINT MAARTEN,311611,803,185,308,10717033
ST KITTS AND NEVIS,311611,803,195,318,3269087
ST LUCIA,311611,803,196,319,9645152
ST VINCENT AND THE GRENADINES,311611,803,198,321,2549425
"SVALBARD, JAN MAYEN ISLAND",311611,804,201,324,165550
TAIWAN,311611,807,205,328,774975716
BURMA,311612,808,33,156,3166
CONGO (BRAZZAVILLE),311612,805,48,171,4908
HONG KONG,311612,807,96,219,31809
"KOREA, SOUTH",311612,807,113,236,71488
SINT MAARTEN,311612,803,185,308,22824
ST LUCIA,311612,803,196,319,6487
TAIWAN,311612,807,205,328,328664
CURACAO,311613,803,55,178,3267
HONG KONG,311613,807,96,219,1207692
"KOREA, SOUTH",311613,807,113,236,1622543
RUSSIA,311613,804,174,297,9444
SINT MAARTEN,311613,803,185,308,12333
ST KITTS AND NEVIS,311613,803,195,318,53858
ST LUCIA,311613,803,196,319,9060
ST VINCENT AND THE GRENADINES,311613,803,198,321,2551
TAIWAN,311613,807,205,328,308096
BRUNEI,311615,808,30,153,330288
CABO VERDE,311615,805,35,158,439232
CONGO (BRAZZAVILLE),311615,805,48,171,86818074
CONGO (KINSHASA),311615,805,49,172,29424215
COTE D'IVOIRE,311615,805,52,175,214326
CURACAO,311615,803,55,178,5329708
FRENCH POLYNESIA,311615,808,76,199,24576084
FRENCH SOUTHERN AND ANTARCTIC LANDS,311615,805,77,200,45628
GUADELOUPE,311615,803,88,211,24688
HONG KONG,311615,807,96,219,42873147
"KOREA, SOUTH",311615,807,113,236,17946819
KOSOVO,311615,804,114,237,1249717
MACEDONIA,311615,804,127,250,490224
NEW CALEDONIA,311615,808,152,275,7266769
SINT MAARTEN,311615,803,185,308,5798594
ST KITTS AND NEVIS,311615,803,195,318,4419647
ST LUCIA,311615,803,196,319,17014584
ST PIERRE AND MIQUELON,311615,803,197,320,33640
ST VINCENT AND THE GRENADINES,311615,803,198,321,13415613
TAIWAN,311615,807,205,328,284921847
CURACAO,311710,803,55,178,525371
FRENCH POLYNESIA,311710,808,76,199,351099
GUADELOUPE,311710,803,88,211,21707
HONG KONG,311710,807,96,219,12138334
"KOREA, SOUTH",311710,807,113,236,8915904
NEW CALEDONIA,311710,808,152,275,54437
RUSSIA,311710,804,174,297,47150
SINT MAARTEN,311710,803,185,308,845606
ST KITTS AND NEVIS,311710,803,195,318,550036
ST LUCIA,311710,803,196,319,410074
ST VINCENT AND THE GRENADINES,311710,803,198,321,120111
TAIWAN,311710,807,205,328,4920081
BRITISH INDIAN OCEAN TERRITORIES,311811,806,28,151,4018.58942197297
BRUNEI,311811,808,30,153,39308.4729485566
CONGO (BRAZZAVILLE),311811,805,48,171,3522.21967428074
CURACAO,311811,803,55,178,886257.154065643
FRENCH POLYNESIA,311811,808,76,199,616795.06508537
GUADELOUPE,311811,803,88,211,41013.1771325501
HONG KONG,311811,807,96,219,2450931.42116652
"KOREA, SOUTH",311811,807,113,236,18309181.2527356
MACEDONIA,311811,804,127,250,3923.82792468627
MARTINIQUE,311811,803,135,258,30683.6725447164
SINT MAARTEN,311811,803,185,308,1504028.41298814
ST KITTS AND NEVIS,311811,803,195,318,270161.01769571
ST LUCIA,311811,803,196,319,737996.524265808
ST VINCENT AND THE GRENADINES,311811,803,198,321,103960.883277262
TAIWAN,311811,807,205,328,3268048.2804473
BRITISH INDIAN OCEAN TERRITORIES,311812,806,28,151,3781.15984006452
BRUNEI,311812,808,30,153,36986.0176495394
CONGO (BRAZZAVILLE),311812,805,48,171,3314.11701515324
CURACAO,311812,803,55,178,833894.585149639
FRENCH POLYNESIA,311812,808,76,199,580353.075359901
GUADELOUPE,311812,803,88,211,38590.0031088306
HONG KONG,311812,807,96,219,2306123.48944998
"KOREA, SOUTH",311812,807,113,236,17227423.2542315
MACEDONIA,311812,804,127,250,3691.99711894509
MARTINIQUE,311812,803,135,258,28870.7947463841
SINT MAARTEN,311812,803,185,308,1415166.1780652
ST KITTS AND NEVIS,311812,803,195,318,254199.143828048
ST LUCIA,311812,803,196,319,694393.610952934
ST VINCENT AND THE GRENADINES,311812,803,198,321,97818.5814744476
TAIWAN,311812,807,205,328,3074962.78317292
BRITISH INDIAN OCEAN TERRITORIES,311813,806,28,151,215.250737962516
BRUNEI,311813,808,30,153,2105.50940190408
CONGO (BRAZZAVILLE),311813,805,48,171,188.663310566023
CURACAO,311813,803,55,178,47471.2607847181
FRENCH POLYNESIA,311813,808,76,199,33037.8595547293
GUADELOUPE,311813,803,88,211,2196.81975861931
HONG KONG,311813,807,96,219,131281.089383497
"KOREA, SOUTH",311813,807,113,236,980708.493032834
MACEDONIA,311813,804,127,250,210.17495636864
MARTINIQUE,311813,803,135,258,1643.53270889957
SINT MAARTEN,311813,803,185,308,80561.4089466605
ST KITTS AND NEVIS,311813,803,195,318,14470.8384762421
ST LUCIA,311813,803,196,319,39529.8647812584
ST VINCENT AND THE GRENADINES,311813,803,198,321,5568.53524829091
TAIWAN,311813,807,205,328,175048.936379782
BRITISH INDIAN OCEAN TERRITORIES,311824,806,28,151,8765
CONGO (KINSHASA),311824,805,49,172,3778
CURACAO,311824,803,55,178,435222
FRENCH POLYNESIA,311824,808,76,199,425936
HONG KONG,311824,807,96,219,984020
"KOREA, SOUTH",311824,807,113,236,23535284
MARTINIQUE,311824,803,135,258,13141
NEW CALEDONIA,311824,808,152,275,159933
SINT MAARTEN,311824,803,185,308,82804
ST KITTS AND NEVIS,311824,803,195,318,109683
ST LUCIA,311824,803,196,319,227468
ST VINCENT AND THE GRENADINES,311824,803,198,321,127702
TAIWAN,311824,807,205,328,5261317
BRUNEI,311911,808,30,153,129389
CONGO (KINSHASA),311911,805,49,172,3940
COTE D'IVOIRE,311911,805,52,175,50000
CURACAO,311911,803,55,178,477855
ESWATINI,311911,805,68,191,120000
FRENCH POLYNESIA,311911,808,76,199,1055029
HONG KONG,311911,807,96,219,43639406
"KOREA, SOUTH",311911,807,113,236,35363649
MAYOTTE,311911,805,138,261,27742
NEW CALEDONIA,311911,808,152,275,270539
RUSSIA,311911,804,174,297,1878596
SINT MAARTEN,311911,803,185,308,632875
ST KITTS AND NEVIS,311911,803,195,318,101254
ST LUCIA,311911,803,196,319,239005
ST VINCENT AND THE GRENADINES,311911,803,198,321,16136
TAIWAN,311911,807,205,328,4918054
BRUNEI,311919,808,30,153,682002
CONGO (KINSHASA),311919,805,49,172,48508
CURACAO,311919,803,55,178,2090293
FRENCH POLYNESIA,311919,808,76,199,2425112
GUADELOUPE,311919,803,88,211,46926
HONG KONG,311919,807,96,219,6576355
"KOREA, SOUTH",311919,807,113,236,15414137
NEW CALEDONIA,311919,808,152,275,109187
SINT MAARTEN,311919,803,185,308,1713369
ST KITTS AND NEVIS,311919,803,195,318,793668
ST LUCIA,311919,803,196,319,1030952
ST VINCENT AND THE GRENADINES,311919,803,198,321,600445
TAIWAN,311919,807,205,328,4347146
BRUNEI,311920,808,30,153,98691
BURMA,311920,808,33,156,5258
CONGO (BRAZZAVILLE),311920,805,48,171,36512
CONGO (KINSHASA),311920,805,49,172,85982
CURACAO,311920,803,55,178,595391
FRENCH POLYNESIA,311920,808,76,199,370403
HONG KONG,311920,807,96,219,5521721
"KOREA, SOUTH",311920,807,113,236,158996505
MACAU,311920,807,126,249,9473
NEW CALEDONIA,311920,808,152,275,16128
RUSSIA,311920,804,174,297,96807
SINT MAARTEN,311920,803,185,308,409290
ST KITTS AND NEVIS,311920,803,195,318,77009
ST LUCIA,311920,803,196,319,294331
ST VINCENT AND THE GRENADINES,311920,803,198,321,23553
TAIWAN,311920,807,205,328,36585522
BRUNEI,311930,808,30,153,4800
CONGO (BRAZZAVILLE),311930,805,48,171,131906
COTE D'IVOIRE,311930,805,52,175,133307
CURACAO,311930,803,55,178,139596
ESWATINI,311930,805,68,191,5076
FRENCH POLYNESIA,311930,808,76,199,27379
HONG KONG,311930,807,96,219,3425584
"KOREA, SOUTH",311930,807,113,236,4496806
MACAU,311930,807,126,249,33759
MACEDONIA,311930,804,127,250,16496
MARTINIQUE,311930,803,135,258,11760
RUSSIA,311930,804,174,297,67639
SINT MAARTEN,311930,803,185,308,60702
ST KITTS AND NEVIS,311930,803,195,318,54975
ST LUCIA,311930,803,196,319,4053
TAIWAN,311930,807,205,328,5060265
BRITISH INDIAN OCEAN TERRITORIES,311941,806,28,151,6417
BRUNEI,311941,808,30,153,117099
BURMA,311941,808,33,156,40105
CABO VERDE,311941,805,35,158,5553
CONGO (BRAZZAVILLE),311941,805,48,171,12291
CONGO (KINSHASA),311941,805,49,172,93529
COTE D'IVOIRE,311941,805,52,175,9524
CURACAO,311941,803,55,178,1470784
FRENCH GUIANA,311941,803,75,198,6853
FRENCH POLYNESIA,311941,808,76,199,3933868
GUADELOUPE,311941,803,88,211,33657
HONG KONG,311941,807,96,219,7528734
"KOREA, SOUTH",311941,807,113,236,18240792
MACAU,311941,807,126,249,185202
RUSSIA,311941,804,174,297,480415
SINT MAARTEN,311941,803,185,308,1129461
ST KITTS AND NEVIS,311941,803,195,318,686096
ST LUCIA,311941,803,196,319,749650
ST VINCENT AND THE GRENADINES,311941,803,198,321,346977
TAIWAN,311941,807,205,328,10158188
BRITISH INDIAN OCEAN TERRITORIES,311942,806,28,151,35397
BRUNEI,311942,808,30,153,135561
BURMA,311942,808,33,156,750772
CONGO (KINSHASA),311942,805,49,172,26175
COTE D'IVOIRE,311942,805,52,175,40562
CURACAO,311942,803,55,178,1546830
ESWATINI,311942,805,68,191,139364
FRENCH POLYNESIA,311942,808,76,199,72301
GUADELOUPE,311942,803,88,211,318523
HONG KONG,311942,807,96,219,4210781
"KOREA, SOUTH",311942,807,113,236,14780971
NEW CALEDONIA,311942,808,152,275,180540
RUSSIA,311942,804,174,297,576556
SINT MAARTEN,311942,803,185,308,912018
ST KITTS AND NEVIS,311942,803,195,318,486326
ST LUCIA,311942,803,196,319,758548
ST VINCENT AND THE GRENADINES,311942,803,198,321,275183
TAIWAN,311942,807,205,328,4145206
CURACAO,311991,803,55,178,33255
FRENCH POLYNESIA,311991,808,76,199,131301
HONG KONG,311991,807,96,219,11200
SINT MAARTEN,311991,803,185,308,126410
ST KITTS AND NEVIS,311991,803,195,318,51900
ST LUCIA,311991,803,196,319,94288
ST VINCENT AND THE GRENADINES,311991,803,198,321,18674
BRUNEI,311999,808,30,153,501980
BURMA,311999,808,33,156,2304227
COCOS (KEELING) ISLANDS,311999,808,45,168,144750
CONGO (BRAZZAVILLE),311999,805,48,171,480013
CONGO (KINSHASA),311999,805,49,172,8761233
COTE D'IVOIRE,311999,805,52,175,1001559
CURACAO,311999,803,55,178,7508597
ESWATINI,311999,805,68,191,82455
FRENCH GUIANA,311999,803,75,198,16882
FRENCH POLYNESIA,311999,808,76,199,944875
FRENCH SOUTHERN AND ANTARCTIC LANDS,311999,805,77,200,3861
GUADELOUPE,311999,803,88,211,275204
HONG KONG,311999,807,96,219,166632477
"KOREA, SOUTH",311999,807,113,236,489389917
MACAU,311999,807,126,249,137774
MACEDONIA,311999,804,127,250,314870
MARTINIQUE,311999,803,135,258,55394
NEW CALEDONIA,311999,808,152,275,29494
REUNION,311999,805,172,295,37752
RUSSIA,311999,804,174,297,66047390
SINT MAARTEN,311999,803,185,308,1603400
SOUTH SUDAN,311999,805,191,314,4031225
ST KITTS AND NEVIS,311999,803,195,318,716003
ST LUCIA,311999,803,196,319,1065027
ST VINCENT AND THE GRENADINES,311999,803,198,321,284272
TAIWAN,311999,807,205,328,192126785
CONGO (BRAZZAVILLE),312111,805,48,171,6000
CONGO (KINSHASA),312111,805,49,172,3209
COTE D'IVOIRE,312111,805,52,175,4400
CURACAO,312111,803,55,178,3291787
FRENCH GUIANA,312111,803,75,198,5574
FRENCH POLYNESIA,312111,808,76,199,1355625
GUADELOUPE,312111,803,88,211,363656
HONG KONG,312111,807,96,219,9901914
"KOREA, SOUTH",312111,807,113,236,6465931
NEW CALEDONIA,312111,808,152,275,764558
RUSSIA,312111,804,174,297,243251
SINT MAARTEN,312111,803,185,308,8333167
ST KITTS AND NEVIS,312111,803,195,318,775615
ST LUCIA,312111,803,196,319,542853
ST VINCENT AND THE GRENADINES,312111,803,198,321,28888
TAIWAN,312111,807,205,328,60134673
CURACAO,312112,803,55,178,207088
FRENCH POLYNESIA,312112,808,76,199,32726
FRENCH SOUTHERN AND ANTARCTIC LANDS,312112,805,77,200,37200
HONG KONG,312112,807,96,219,151964
"KOREA, SOUTH",312112,807,113,236,393096
MACAU,312112,807,126,249,8500
SINT MAARTEN,312112,803,185,308,556601
ST KITTS AND NEVIS,312112,803,195,318,89520
ST VINCENT AND THE GRENADINES,312112,803,198,321,52314
TAIWAN,312112,807,205,328,421716
COTE D'IVOIRE,312113,805,52,175,10941
CURACAO,312113,803,55,178,754041
FRENCH POLYNESIA,312113,808,76,199,4929
GUADELOUPE,312113,803,88,211,3363
HONG KONG,312113,807,96,219,649180
"KOREA, SOUTH",312113,807,113,236,32456
